number,house_id,datetime,energy_import
1,56,2020-08-01 00:00:00,0.35299433282766846
2,56,2020-08-01 01:00:00,0.22645816731107551
3,56,2020-08-01 02:00:00,0.23061138414033877
4,56,2020-08-01 03:00:00,0.21598064795370522
5,56,2020-08-01 04:00:00,0.20979464284015137
6,56,2020-08-01 05:00:00,0.20065926526741812
7,56,2020-08-01 06:00:00,0.18693471079971066
8,56,2020-08-01 07:00:00,0.09145899731653297
9,56,2020-08-01 08:00:00,0.2561236146611107
10,56,2020-08-01 09:00:00,0.015694451781416263
11,56,2020-08-01 10:00:00,0.032498110157951954
12,56,2020-08-01 11:00:00,0.005496820128651214
13,56,2020-08-01 12:00:00,0.2877203182051364
14,56,2020-08-01 13:00:00,0.05973422055658584
15,56,2020-08-01 14:00:00,0.013916989926116528
16,56,2020-08-01 15:00:00,0.021562431395458596
17,56,2020-08-01 16:00:00,0.10288116117673538
18,56,2020-08-01 17:00:00,0.1629595659418029
19,56,2020-08-01 18:00:00,0.2327201300539402
20,56,2020-08-01 19:00:00,0.603396325020806
21,56,2020-08-01 20:00:00,0.6861425639960076
22,56,2020-08-01 21:00:00,0.6844948221535421
23,56,2020-08-01 22:00:00,0.32281595467396784
24,56,2020-08-01 23:00:00,0.36787359540048864
25,56,2020-08-02 00:00:00,0.240211209586012
26,56,2020-08-02 01:00:00,0.2264114451444797
27,56,2020-08-02 02:00:00,0.21535886634056453
28,56,2020-08-02 03:00:00,0.21835781415086009
29,56,2020-08-02 04:00:00,0.16945203744197215
30,56,2020-08-02 05:00:00,0.18900642566636328
31,56,2020-08-02 06:00:00,0.16237673723505153
32,56,2020-08-02 07:00:00,0.37489568374324295
33,56,2020-08-02 08:00:00,0.37201554222655625
34,56,2020-08-02 09:00:00,0.011059956412431314
35,56,2020-08-02 10:00:00,0.006152200841306533
36,56,2020-08-02 11:00:00,0.0235367957097814
37,56,2020-08-02 12:00:00,0.006424495446038409
38,56,2020-08-02 13:00:00,0.28986186873775693
39,56,2020-08-02 14:00:00,0.21539372760452422
40,56,2020-08-02 15:00:00,0.005245363231136186
41,56,2020-08-02 16:00:00,0.010896694510190102
42,56,2020-08-02 17:00:00,0.04610129294994822
43,56,2020-08-02 18:00:00,0.28460040110676477
44,56,2020-08-02 19:00:00,0.3159859151206389
45,56,2020-08-02 20:00:00,0.3437263723525879
46,56,2020-08-02 21:00:00,0.34379574721702616
47,56,2020-08-02 22:00:00,0.20726027406940098
48,56,2020-08-02 23:00:00,0.22705445187185871
49,56,2020-08-03 00:00:00,0.1960607489084942
50,56,2020-08-03 01:00:00,0.18354787879947437
51,56,2020-08-03 02:00:00,0.321
52,56,2020-08-03 03:00:00,0.21185783410235862
53,56,2020-08-03 04:00:00,0.20162925014667457
54,56,2020-08-03 05:00:00,0.2070761606493035
55,56,2020-08-03 06:00:00,0.26037206137397007
56,56,2020-08-03 07:00:00,0.25844200654189536
57,56,2020-08-03 08:00:00,0.27206911078025486
58,56,2020-08-03 09:00:00,0.2875447377471931
59,56,2020-08-03 10:00:00,0.08678449003310168
60,56,2020-08-03 11:00:00,0.008042783833199424
61,56,2020-08-03 12:00:00,0.16074097049765518
62,56,2020-08-03 13:00:00,0.14143293327626727
63,56,2020-08-03 14:00:00,0.08842243385220175
64,56,2020-08-03 15:00:00,0.010721618776550298
65,56,2020-08-03 16:00:00,0.37877390254969256
66,56,2020-08-03 17:00:00,0.14297967332303524
67,56,2020-08-03 18:00:00,0.4000994750105598
68,56,2020-08-03 19:00:00,0.9972699146520673
69,56,2020-08-03 20:00:00,0.5411618115223661
70,56,2020-08-03 21:00:00,0.5685577206333396
71,56,2020-08-03 22:00:00,0.517990728932036
72,56,2020-08-03 23:00:00,0.3404010822075499
73,56,2020-08-04 00:00:00,0.18987121581361205
74,56,2020-08-04 01:00:00,0.19948607035939434
75,56,2020-08-04 02:00:00,0.18859948229582008
76,56,2020-08-04 03:00:00,0.19450123923035342
77,56,2020-08-04 04:00:00,0.17713561535144925
78,56,2020-08-04 05:00:00,0.2019992669378897
79,56,2020-08-04 06:00:00,0.29663681854081425
80,56,2020-08-04 07:00:00,0.6616943189367305
81,56,2020-08-04 08:00:00,0.4063088811931219
82,56,2020-08-04 09:00:00,0.17994417549978664
