timestamp,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Global radiation,Precipitation Total
20200903T1300,23.769215,19.787235,430.75998,85.78415,344.97583,775.73581,0
20200903T1400,25.169214,34.468082,513.52997,223.39273,290.13724,803.66721,0
20200903T1500,23.859213,50.425533,623,464.02063,158.97937,781.97937,0
20200903T1600,22.989214,18.510641,208.26,30.31726,177.94273,386.20273,0.1
20200903T1700,21.869213,3.191489,167.31999,75.17735,92.14264,259.46263,0.1
20200903T1800,20.339214,0,105.02,56.787144,48.232853,153.252853,0
20200903T1900,19.599213,0,0,0,0,0,0
20200903T2000,18.999214,0,0,0,0,0,0
20200903T2100,18.789215,0,0,0,0,0,0
20200903T2200,18.809214,0,0,0,0,0,0
20200903T2300,18.859215,0,0,0,0,0,0
20200904T0000,18.709213,0,0,0,0,0,0
20200904T0100,18.429214,0,0,0,0,0,0
20200904T0200,18.069214,0,0,0,0,0,0
20200904T0300,17.669214,0,0,0,0,0,0
20200904T0400,17.239214,0,0,0,0,0,0
20200904T0500,16.959213,0,0,0,0,0,0
20200904T0600,16.879213,0,0,0,0,0,0
20200904T0700,18.829214,0,72.979996,39.334133,33.645863,106.625859,0
20200904T0800,19.819214,0,173.55,89.117355,84.43265,257.98265,0
20200904T0900,19.919214,0,89.89,1.2726974,88.6173,178.5073,0
20200904T1000,21.059214,0,224.28,10.359558,213.92044,438.20044,0
20200904T1100,21.599215,0,307.05,11.221985,295.828,602.878,0
20200904T1200,22.209213,0,367.57,31.731781,335.83823,703.40823,0
20200904T1300,22.329214,0,359.56,25.505157,334.05484,693.61484,0
20200904T1400,22.029213,0,315.06,15.51651,299.5435,614.6035,0.1
20200904T1500,21.839214,0,256.32,13.387863,242.93214,499.25214,0.2
20200904T1600,21.799213,53.61702,231.4,50.93799,180.462,411.862,0
20200904T1700,21.679214,0,210.04,144.97562,65.06438,275.10438,0
20200904T1800,20.529213,0,128.16,69.25255,58.90745,187.06745,0
20200904T1900,19.609215,0,0,0,0,0,0
20200904T2000,18.979214,0,0,0,0,0,0
20200904T2100,18.489214,0,0,0,0,0,0
20200904T2200,18.079214,0,0,0,0,0,0
20200904T2300,17.439213,0,0,0,0,0,0
20200905T0000,16.879213,0,0,0,0,0,0
20200905T0100,16.639214,0,0,0,0,0,0
20200905T0200,16.149214,0,0,0,0,0,0
20200905T0300,15.859214,0,0,0,0,0,0
20200905T0400,15.529214,0,0,0,0,0,0
20200905T0500,15.119214,0,0,0,0,0,0
20200905T0600,14.789214,0,0,0,0,0,0
20200905T0700,16.069214,0,84.549995,45.58264,38.967354,123.517349,0
20200905T0800,19.219213,0,326.63,190.86931,135.7607,462.3907,0
20200905T0900,21.869213,53.61702,518.87,338.32953,180.54047,699.41047,0
20200905T1000,23.849215,53.61702,655.04,472.0025,183.03749,838.07749,0
20200905T1100,25.239214,53.61702,835.70996,597.3627,238.34729,1074.05725,0
20200905T1200,26.419214,53.61702,888.22,653.94073,234.27924,1122.49924,0
20200905T1300,27.079214,53.61702,891.77997,655.402,236.37802,1128.15799,0
20200905T1400,27.199213,53.61702,833.04,597.9014,235.13853,1068.17853,0
20200905T1500,26.969213,53.61702,716.45,489.75677,226.69324,943.14324,0
20200905T1600,26.129213,53.61702,551.8,346.29016,205.50983,757.30983,0
20200905T1700,24.269215,52.340427,353.33,206.76494,146.56505,499.89505,0
20200905T1800,20.949213,0,94.34,50.942818,43.39718,137.73718,0
20200905T1900,19.809214,0,0,0,0,0,0.1
20200905T2000,18.949215,0,0,0,0,0,1.8
20200905T2100,18.199215,0,0,0,0,0,0.8
20200905T2200,17.809214,0,0,0,0,0,0
20200905T2300,17.059214,0,0,0,0,0,0
20200906T0000,16.359215,0,0,0,0,0,0
20200906T0100,15.789214,0,0,0,0,0,0
20200906T0200,15.609214,0,0,0,0,0,0
20200906T0300,15.509213,0,0,0,0,0,0
20200906T0400,15.229214,0,0,0,0,0,0
20200906T0500,14.949214,0,0,0,0,0,0
20200906T0600,14.699214,0,0,0,0,0,0
20200906T0700,18.079214,0,79.21,42.715496,36.494503,115.704503,0
20200906T0800,20.449213,0,331.08,193.52371,137.55627,468.63627,0
20200906T0900,21.129213,0,309.72,147.27637,162.44363,472.16363,0
20200906T1000,22.019215,49.148937,357.78,104.089096,253.6909,611.4709,0
20200906T1100,23.219213,53.61702,536.67,258.7963,277.8737,814.5437,0
20200906T1200,23.359213,53.61702,518.87,185.24509,333.6249,852.4949,0
20200906T1300,25.329214,53.61702,735.14,547.64514,187.49487,922.63487,0
20200906T1400,24.609213,26.80851,645.25,446.61224,198.63774,843.88774,0
20200906T1500,24.339214,11.489361,247.42,8.188492,239.2315,486.6515,0.2
20200906T1600,23.269215,15.319151,178.89,10.329834,168.56017,347.45017,0.3
20200906T1700,21.829214,0,113.92,18.99871,94.92129,208.84129,0.3
20200906T1800,20.239214,0,36.489998,15.628206,20.861792,57.35179,0.4
20200906T1900,19.649214,0,0,0,0,0,0
20200906T2000,19.379213,0,0,0,0,0,0
20200906T2100,18.879213,0,0,0,0,0,0
20200906T2200,18.549213,0,0,0,0,0,0
20200906T2300,18.179214,0,0,0,0,0,0
20200907T0000,17.809214,0,0,0,0,0,0
20200907T0100,17.449215,0,0,0,0,0,0
20200907T0200,17.099213,0,0,0,0,0,0
20200907T0300,16.809214,0,0,0,0,0,0
20200907T0400,16.599213,0,0,0,0,0,0
20200907T0500,16.449215,0,0,0,0,0,0
20200907T0600,16.299213,0,0,0,0,0,0
20200907T0700,18.289215,0,51.62,41.115654,10.504344,62.124344,0
20200907T0800,19.079214,0,147.73999,52.913284,94.826706,242.566696,0
20200907T0900,20.529213,0,274.12,98.78023,175.33977,449.45977,0
20200907T1000,22.009214,53.61702,392.49,145.21954,247.27045,639.76045,0
20200907T1100,22.959213,53.61702,511.75,221.3244,290.4256,802.1756,0
20200907T1200,24.569214,52.97872,705.76996,488.26584,217.50412,923.27408,0
20200907T1300,23.709213,20.425533,690.64,459.13092,231.50908,922.14908,0
20200907T1400,23.129213,16.595745,313.28,14.584595,298.6954,611.9754,0.2
20200907T1500,22.759214,12.127658,250.98,10.584747,240.39525,491.37525,0.2
20200907T1600,21.949213,12.765956,194.91,21.479126,173.43088,368.34088,0.3
20200907T1700,20.609213,7.021276,122.82,27.093872,95.72613,218.54613,0.4
20200907T1800,19.349213,0,43.61,26.959621,16.65038,60.26038,0.3
20200907T1900,18.689213,0,0,0,0,0,0
20200907T2000,18.159214,0,0,0,0,0,0
20200907T2100,17.729214,0,0,0,0,0,0
20200907T2200,17.579214,0,0,0,0,0,0
20200907T2300,17.629213,0,0,0,0,0,0
20200908T0000,17.609215,0,0,0,0,0,0
20200908T0100,17.399214,0,0,0,0,0,0
20200908T0200,17.109215,0,0,0,0,0,0
20200908T0300,16.909214,0,0,0,0,0,0
20200908T0400,16.669214,0,0,0,0,0,0
20200908T0500,16.499214,0,0,0,0,0,0
20200908T0600,16.389214,0,0,0,0,0,0
20200908T0700,15.509213,0,12.46,0.25751877,12.202481,24.662481,0.8
20200908T0800,15.839213,0,30.26,-0.008447647,30.268448,60.528448,1.1
20200908T0900,16.109215,0,43.61,-0.3274002,43.9374,87.5474,1.4
20200908T1000,16.699215,0,78.32,-0.26825714,78.58826,156.90826,1.1
20200908T1100,18.129213,0,199.36,4.9687347,194.39127,393.75127,0.2
20200908T1200,19.259212,0,318.62,-1.1105347,319.73053,638.35053,0
20200908T1300,19.919214,0,314.16998,-3.4792175,317.6492,631.81918,0
20200908T1400,20.679214,0,360.44998,50.00879,310.4412,670.89118,0
20200908T1500,21.159214,0,348.88,94.38327,254.49673,603.37673,0
20200908T1600,20.769215,0,202.92,27.899368,175.02063,377.94063,0
20200908T1700,20.609213,0,128.16,32.68071,95.479294,223.639294,0
20200908T1800,19.849213,0,64.08,37.758976,26.321026,90.401026,0
20200908T1900,19.399214,0,0,0,0,0,0
20200908T2000,19.059214,0,0,0,0,0,0
20200908T2100,18.739214,0,0,0,0,0,0
20200908T2200,18.179214,0,0,0,0,0,0
20200908T2300,17.749214,0,0,0,0,0,0
20200909T0000,17.309214,0,0,0,0,0,0
20200909T0100,16.969213,0,0,0,0,0,0
20200909T0200,16.749214,0,0,0,0,0,0
20200909T0300,16.609215,0,0,0,0,0,0
20200909T0400,16.519215,0,0,0,0,0,0
20200909T0500,16.379213,0,0,0,0,0,0
20200909T0600,16.209213,0,0,0,0,0,0
20200909T0700,17.439213,0,71.2,40.34291,30.857088,102.057088,0
20200909T0800,18.809214,0,264.33,175.19635,89.133644,353.463644,0
20200909T0900,20.719213,0,399.61,300.55826,99.051735,498.661735,0
20200909T1000,22.439215,53.61702,468.13998,253.69063,214.44936,682.58934,0
20200909T1100,23.469213,53.61702,629.23,414.2459,214.98409,844.21409,0
20200909T1200,25.099215,53.61702,519.76,185.42398,334.33603,854.09603,0
20200909T1300,25.579214,53.61702,676.39996,432.17267,244.22728,920.62724,0
20200909T1400,24.689215,53.61702,539.33997,262.98264,276.35733,815.6973,0
20200909T1500,24.319214,53.61702,296.37,44.322754,252.04724,548.41724,0
20200909T1600,23.239214,15.319151,219.83,42.500793,177.32921,397.15921,0
20200909T1700,22.229214,14.680849,205.59,143.71645,61.873547,267.463547,0.1
20200909T1800,20.469213,49.148937,88.11,47.444473,40.665527,128.775527,0
20200909T1900,19.279213,0,0,0,0,0,0
20200909T2000,19.229214,0,0,0,0,0,0
20200909T2100,19.119213,0,0,0,0,0,0
20200909T2200,18.679214,0,0,0,0,0,0
20200909T2300,18.379213,0,0,0,0,0,0
20200910T0000,18.059214,0,0,0,0,0,0
20200910T0100,17.669214,0,0,0,0,0,0
20200910T0200,17.299213,0,0,0,0,0,0
20200910T0300,17.019215,0,0,0,0,0,0
20200910T0400,16.829214,0,0,0,0,0,0
20200910T0500,16.679214,0,0,0,0,0,0
20200910T0600,16.559214,0,0,0,0,0,0
20200910T0700,16.149214,0,72.979996,40.849323,32.130672,105.110668,0
20200910T0800,18.499214,0,249.2,171.35864,77.84135,327.04135,0
20200910T0900,21.659214,47.234047,516.2,340.78415,175.41586,691.61586,0
20200910T1000,23.019215,53.61702,542.01,385.26166,156.74837,698.75837,0
20200910T1100,23.619213,35.744682,563.37,298.20874,265.16125,828.53125,0
20200910T1200,24.559214,53.61702,652.37,387.40106,264.96893,917.33893,0
20200910T1300,26.289213,39.57447,884.66,653.45935,231.20064,1115.86064,0
20200910T1400,25.129213,53.61702,425.41998,113.26285,312.15714,737.57712,0
20200910T1500,25.519215,53.61702,529.55,367.40588,162.14412,691.69412,0
20200910T1600,24.559214,53.61702,542.01,340.8421,201.1679,743.1779,0
20200910T1700,22.959213,24.893618,324.85,189.5535,135.29651,460.14651,0
20200910T1800,20.849215,51.06383,105.909996,56.98817,48.921825,154.831821,0
20200910T1900,19.829214,0,0,0,0,0,0
20200910T2000,19.779213,0,0,0,0,0,0
20200910T2100,19.539215,0,0,0,0,0,0
20200910T2200,18.789215,0,0,0,0,0,0
20200910T2300,18.249214,0,0,0,0,0,0
20200911T0000,17.889214,0,0,0,0,0,0
20200911T0100,17.639214,0,0,0,0,0,0
20200911T0200,17.499214,0,0,0,0,0,0
20200911T0300,17.449215,0,0,0,0,0,0
20200911T0400,17.479214,0,0,0,0,0,0
20200911T0500,17.499214,0,0,0,0,0,0
20200911T0600,17.499214,0,0,0,0,0,0
20200911T0700,17.649214,0,68.53,40.596916,27.93308,96.46308,0
20200911T0800,19.559214,0,204.7,135.22519,69.474815,274.174815,0
20200911T0900,21.709213,10.212765,447.66998,322.80292,124.86708,572.53706,0
20200911T1000,22.889214,45.95745,407.62,162.65881,244.96118,652.58118,0
20200911T1100,24.149214,53.61702,493.94998,194.48318,299.4668,793.41678,0
20200911T1200,24.129213,25.531916,671.95,422.201,249.74901,921.69901,0
20200911T1300,24.559214,20.425533,587.39996,281.49335,305.90662,893.30658,0
20200911T1400,23.729214,28.723406,442.33,132.60385,309.72614,752.05614,0
20200911T1500,23.409214,0,251.87,12.081528,239.78847,491.65847,0
20200911T1600,22.739214,0,188.68,18.451324,170.22867,358.90867,0.1
20200911T1700,21.869213,0,113.92,21.314835,92.60516,206.52516,0.2
20200911T1800,20.849215,0,38.27,22.301662,15.968338,54.238338,0.2
20200911T1900,20.099213,0,0,0,0,0,0
20200911T2000,19.089214,0,0,0,0,0,0
20200911T2100,18.249214,0,0,0,0,0,0
20200911T2200,18.339214,0,0,0,0,0,0
20200911T2300,18.169214,0,0,0,0,0,0.1
20200912T0000,17.549213,0,0,0,0,0,0.8
20200912T0100,17.279213,0,0,0,0,0,0
20200912T0200,17.219213,0,0,0,0,0,0
20200912T0300,17.189213,0,0,0,0,0,0
20200912T0400,17.009212,0,0,0,0,0,0
20200912T0500,16.599213,0,0,0,0,0,0
20200912T0600,16.159214,0,0,0,0,0,0
20200912T0700,18.229214,0,21.36,1.0296879,20.330313,41.690313,1
20200912T0800,20.479214,0,293.69998,182.82492,110.87506,404.57504,0
20200912T0900,20.899214,0,247.42,66.00203,181.41797,428.83797,0
20200912T1000,21.929214,0,332.86,75.06033,257.79965,590.65965,0
20200912T1100,22.399214,0,355.11,44.039,311.07098,666.18098,0
20200912T1200,22.559214,1.9148934,298.15,-12.3185425,310.46854,608.61854,0.1
20200912T1300,22.589214,14.042552,299.04,-11.387604,310.4276,609.4676,0.1
20200912T1400,22.539213,19.148937,280.35,-4.3571167,284.70712,565.05712,0.1
20200912T1500,22.349215,0,240.3,5.2878723,235.01213,475.31213,0.2
20200912T1600,21.889214,0,178.89,12.224777,166.66522,345.55522,0.2
20200912T1700,21.209213,0,116.59,24.132912,92.457085,209.047085,0.1
20200912T1800,20.249214,0,43.61,32.47037,11.139628,54.749628,0
20200912T1900,19.359215,0,0,0,0,0,0
20200912T2000,18.759212,0,0,0,0,0,0
20200912T2100,18.359215,0,0,0,0,0,0
20200912T2200,18.239214,0,0,0,0,0,0
20200912T2300,18.119213,0,0,0,0,0,0
20200913T0000,17.859215,0,0,0,0,0,0
20200913T0100,17.449215,0,0,0,0,0,0
20200913T0200,16.919214,0,0,0,0,0,0
20200913T0300,16.519215,0,0,0,0,0,0
20200913T0400,16.269215,0,0,0,0,0,0
20200913T0500,16.009212,0,0,0,0,0,0
20200913T0600,15.739214,0,0,0,0,0,0
20200913T0700,17.849213,0,68.53,41.174248,27.355753,95.885753,0
20200913T0800,19.649214,0,194.02,115.28529,78.73471,272.75471,0
20200913T0900,21.249214,0,296.37,123.95029,172.41971,468.78971,0
20200913T1000,21.499214,0,300.82,45.33522,255.48479,556.30479,0
20200913T1100,21.899214,38.93617,305.27,8.235748,297.03424,602.30424,0
20200913T1200,23.129213,53.61702,457.46,111.41397,346.04602,803.50602,0
20200913T1300,24.279213,27.446808,662.16,406.33298,255.827,917.987,0
20200913T1400,24.469213,20.425533,620.33,402.38727,217.94275,838.27275,0
20200913T1500,24.189215,18.510641,445.88998,224.72908,221.1609,667.05088,0.1
20200913T1600,23.599215,53.106384,382.69998,278.36197,104.33802,487.038,0
20200913T1700,22.239214,42.765953,243.86,164.42545,79.43456,323.29456,0
20200913T1800,20.009212,53.61702,98.79,53.07069,45.71931,144.50931,0
20200913T1900,19.239214,0,0,0,0,0,0
20200913T2000,18.939213,0,0,0,0,0,0
20200913T2100,18.719213,0,0,0,0,0,0
20200913T2200,18.079214,0,0,0,0,0,0
20200913T2300,17.499214,0,0,0,0,0,0
20200914T0000,16.759212,0,0,0,0,0,0
20200914T0100,15.949214,0,0,0,0,0,0
20200914T0200,15.489214,0,0,0,0,0,0
20200914T0300,15.299213,0,0,0,0,0,0
20200914T0400,15.199214,0,0,0,0,0,0
20200914T0500,15.099214,0,0,0,0,0,0
20200914T0600,14.919214,0,0,0,0,0,0
20200914T0700,16.899214,0,59.629997,53.326946,6.3030505,65.9330475,0
20200914T0800,18.469213,0,186.9,103.10321,83.79678,270.69678,0
20200914T0900,20.809214,0,382.69998,262.48477,120.2152,502.91518,0
20200914T1000,23.189215,53.61702,607.87,460.2883,147.5817,755.4517,0
20200914T1100,25.459213,53.61702,845.5,603.7608,241.73918,1087.23918,0
20200914T1200,26.669214,53.106384,894.45,657.7182,236.73181,1131.18181,0
20200914T1300,27.229214,40.851063,884.66,653.0641,231.5959,1116.2559,0
20200914T1400,27.299213,40.851063,801.89,586.50934,215.38068,1017.27068,0
20200914T1500,26.839214,44.87234,695.98,479.9651,216.0149,911.9949,0
20200914T1600,25.539213,52.914898,536.67,336.43103,200.23897,736.90897,0
20200914T1700,22.439215,16.595745,275.9,170.83871,105.06128,380.96128,0
20200914T1800,20.139214,0,36.489998,21.127535,15.362463,51.852461,0.1
20200914T1900,19.599213,0,0,0,0,0,0
20200914T2000,18.879213,0,0,0,0,0,0
20200914T2100,18.109215,0,0,0,0,0,0
20200914T2200,17.999214,0,0,0,0,0,0
20200914T2300,17.519215,0,0,0,0,0,0
20200915T0000,17.079214,0,0,0,0,0,0
20200915T0100,17.019215,0,0,0,0,0,0
20200915T0200,16.989214,0,0,0,0,0,0
20200915T0300,16.839214,0,0,0,0,0,0
20200915T0400,16.759212,0,0,0,0,0,0
20200915T0500,16.729214,0,0,0,0,0,0
20200915T0600,16.669214,0,0,0,0,0,0
20200915T0700,18.379213,0,96.119995,51.96663,44.153366,140.273361,0
20200915T0800,21.219213,0,309.72,186.78801,122.93199,432.65199,0
20200915T0900,23.259214,38.93617,534,347.0505,186.9495,720.9495,0
20200915T1000,24.439215,38.297874,706.66,490.9891,215.67087,922.33087,0
20200915T1100,23.279213,22.978725,368.46,54.55954,313.90045,682.36045,0
20200915T1200,23.029213,20.425533,314.16998,-4.1249695,318.29495,632.46493,0.1
20200915T1300,22.759214,14.042552,307.05,-7.120178,314.17017,621.22017,0.1
20200915T1400,22.349215,0,265.22,11.682251,253.53775,518.75775,0.1
20200915T1500,22.519215,0,336.41998,84.40723,252.01276,588.43274,0.1
20200915T1600,21.469213,1.2765956,203.81,31.642807,172.16719,375.97719,0.1
20200915T1700,20.989214,11.489361,138.84,48.930206,89.90979,228.74979,0
20200915T1800,19.679214,0,91.67,49.20958,42.46042,134.13042,0
20200915T1900,18.869213,0,0,0,0,0,0
20200915T2000,18.179214,0,0,0,0,0,0
20200915T2100,17.779213,0,0,0,0,0,0
20200915T2200,17.549213,0,0,0,0,0,0
20200915T2300,17.229214,0,0,0,0,0,0
20200916T0000,16.729214,0,0,0,0,0,0
20200916T0100,16.269215,0,0,0,0,0,0
20200916T0200,15.889214,0,0,0,0,0,0
20200916T0300,15.639214,0,0,0,0,0,0
20200916T0400,15.409214,0,0,0,0,0,0
20200916T0500,15.2192135,0,0,0,0,0,0
20200916T0600,15.059214,0,0,0,0,0,0
20200916T0700,18.339214,0,55.18,42.669052,12.51095,67.69095,0
20200916T0800,19.189213,0,158.42,61.81788,96.60212,255.02212,0
20200916T0900,20.119213,0,204.7,26.081924,178.61807,383.31807,0
20200916T1000,21.369213,0,290.13998,35.818954,254.32103,544.46101,0
20200916T1100,23.199213,0,440.55,126.31525,314.23474,754.78474,0
20200916T1200,22.719213,0,432.53998,85.815155,346.72482,779.2648,0
20200916T1300,22.539213,0,297.26,-12.044067,309.30408,606.56408,0.1
20200916T1400,22.249214,0,267.88998,12.023224,255.86676,523.75674,0.1
20200916T1500,21.929214,0,234.06999,2.7844238,231.28557,465.35556,0.1
20200916T1600,21.449213,0,177.11,12.535019,164.57498,341.68498,0.1
20200916T1700,20.799213,0,110.36,20.892021,89.46798,199.82798,0.1
20200916T1800,20.019215,0,56.96,32.863487,24.096514,81.056514,0
20200916T1900,19.399214,0,0,0,0,0,0
20200916T2000,18.869213,0,0,0,0,0,0
20200916T2100,18.389214,0,0,0,0,0,0
20200916T2200,18.009212,0,0,0,0,0,0
20200916T2300,17.849213,0,0,0,0,0,0
20200917T0000,17.789215,0,0,0,0,0,0
20200917T0100,17.799213,0,0,0,0,0,0
20200917T0200,17.719213,0,0,0,0,0,0
20200917T0300,17.439213,0,0,0,0,0,0
20200917T0400,16.949215,0,0,0,0,0,0
20200917T0500,16.509212,0,0,0,0,0,0
20200917T0600,16.149214,0,0,0,0,0,0
20200917T0700,17.229214,0,83.659996,45.25535,38.404648,122.064644,0
20200917T0800,19.559214,0,299.04,186.10696,112.93304,411.97304,0
20200917T0900,20.569214,53.61702,346.21,195.83044,150.37955,496.58955,0
20200917T1000,22.729214,50.425533,484.16,274.3744,209.7856,693.9456,0
20200917T1100,23.629213,51.70213,712.89,560.44104,152.44894,865.33894,0
20200917T1200,22.639214,53.61702,372.02,33.533325,338.48666,710.50666,0
20200917T1300,22.619213,0,367.57,31.624725,335.94528,703.51528,0
20200917T1400,22.329214,0,291.91998,2.957367,288.96262,580.8826,0
20200917T1500,22.219213,0,221.61,10.235275,211.37473,432.98473,0
20200917T1600,21.739214,0,188.68,20.887024,167.79297,356.47297,0.8
20200917T1700,21.089214,0,113.03,23.746086,89.28391,202.31391,1
20200917T1800,20.019215,0,33.82,18.366085,15.453915,49.273915,1.3
20200917T1900,19.399214,0,0,0,0,0,0.5
20200917T2000,18.679214,0,0,0,0,0,0
20200917T2100,18.139214,0,0,0,0,0,0
20200917T2200,17.639214,0,0,0,0,0,0
20200917T2300,17.099213,0,0,0,0,0,0
20200918T0000,16.679214,0,0,0,0,0,0
20200918T0100,16.449215,0,0,0,0,0,0
20200918T0200,16.299213,0,0,0,0,0,0
20200918T0300,16.099213,0,0,0,0,0,0
20200918T0400,15.849214,0,0,0,0,0,0
20200918T0500,15.549213,0,0,0,0,0,0
20200918T0600,15.229214,0,0,0,0,0,0
20200918T0700,18.599213,0,85.44,46.230774,39.20923,124.64923,0
20200918T0800,19.389214,0,196.69,116.30709,80.38291,277.07291,0
20200918T0900,20.449213,39.57447,257.21,74.02023,183.18976,440.39976,0
20200918T1000,21.489214,53.61702,329.3,69.621796,259.6782,588.9782,0
20200918T1100,22.449213,53.61702,396.05,79.17081,316.87918,712.92918,0
20200918T1200,22.769215,53.61702,383.59,42.500183,341.0898,724.6798,0
20200918T1300,22.969213,50.425533,371.13,34.43976,336.69025,707.82025,0
20200918T1400,22.749214,0,324.85,24.499603,300.3504,625.2004,0
20200918T1500,22.319214,0,248.31,11.905884,236.40411,484.71411,0
20200918T1600,21.609213,0,226.06,53.22351,172.83649,398.89649,0
20200918T1700,21.399214,38.297874,187.79,124.84476,62.945236,250.735236,0
20200918T1800,19.999214,0,73.869995,39.61,34.259995,108.12999,0
20200918T1900,19.219213,0,0,0,0,0,0
20200918T2000,18.469213,0,0,0,0,0,0
20200918T2100,18.219213,0,0,0,0,0,0
20200918T2200,18.359215,0,0,0,0,0,0
20200918T2300,18.319214,0,0,0,0,0,0
20200919T0000,17.909214,0,0,0,0,0,0
20200919T0100,17.559214,0,0,0,0,0,0
20200919T0200,17.269215,0,0,0,0,0,0.1
20200919T0300,16.969213,0,0,0,0,0,0.8
20200919T0400,17.079214,0,0,0,0,0,0.1
20200919T0500,17.159214,0,0,0,0,0,0
20200919T0600,17.079214,0,0,0,0,0,0
20200919T0700,18.349213,0,62.3,55.59443,6.705569,69.005569,0
20200919T0800,19.039215,0,168.20999,73.139305,95.07069,263.28068,0
20200919T0900,20.289213,0,276.79,96.037766,180.75224,457.54224,0
20200919T1000,21.719213,53.61702,367.57,109.546906,258.0231,625.5931,0
20200919T1100,22.719213,15.957448,469.91998,160.64587,309.2741,779.19408,0
20200919T1200,23.089214,0,471.69998,126.54523,345.15475,816.85473,0
20200919T1300,22.709213,0,319.51,0.13861084,319.3714,638.8814,0.4
20200919T1400,22.339214,0,291.91998,3.4013367,288.51865,580.43863,0.5
20200919T1500,21.919214,0,238.51999,6.241989,232.278,470.79799,0.6
20200919T1600,21.499214,0,189.56999,22.436844,167.13315,356.70314,0.6
20200919T1700,21.029213,0,116.59,28.198051,88.391945,204.981945,0.5
20200919T1800,20.219213,0,64.97,34.824585,30.145414,95.115414,0
20200919T1900,19.499214,0,0,0,0,0,0
20200919T2000,18.639214,0,0,0,0,0,0
20200919T2100,18.419214,0,0,0,0,0,0
20200919T2200,18.529213,0,0,0,0,0,0
20200919T2300,18.419214,0,0,0,0,0,0
20200920T0000,18.159214,0,0,0,0,0,0
20200920T0100,17.699215,0,0,0,0,0,0
20200920T0200,17.399214,0,0,0,0,0,0
20200920T0300,17.229214,0,0,0,0,0,0
20200920T0400,17.069214,0,0,0,0,0,0.5
20200920T0500,16.889214,0,0,0,0,0,1
20200920T0600,16.789215,0,0,0,0,0,0.8
20200920T0700,17.819214,0,26.699999,3.5722752,23.127724,49.827723,0.2
20200920T0800,20.489214,0,216.26999,149.23035,67.03965,283.30964,0
20200920T0900,22.049213,53.61702,525.1,347.63223,177.46774,702.56774,0
20200920T1000,23.149214,53.61702,577.61,448.50037,129.1096,706.7196,0
20200920T1100,23.459213,39.57447,370.24,55.337616,314.90237,685.14237,0
20200920T1200,23.009214,0,284.8,11.89856,272.90143,557.70143,0
20200920T1300,22.889214,0,253.65,8.66658,244.98341,498.63341,0.5
20200920T1400,22.639214,0,263.44,11.581757,251.85825,515.29825,0.9
20200920T1500,22.239214,0,218.05,9.907974,208.14203,426.19203,0.7
20200920T1600,21.639214,14.680849,162.87,5.3416443,157.52835,320.39835,0.4
20200920T1700,21.049213,18.510641,107.689995,20.783173,86.90682,194.596815,0.1
20200920T1800,20.219213,0,37.38,25.771898,11.608103,48.988103,0
20200920T1900,19.619213,0,0,0,0,0,0
20200920T2000,19.009212,0,0,0,0,0,0
20200920T2100,18.699215,0,0,0,0,0,0
20200920T2200,18.549213,0,0,0,0,0,0
20200920T2300,18.459213,0,0,0,0,0,0
20200921T0000,18.249214,0,0,0,0,0,0
20200921T0100,17.999214,0,0,0,0,0,0
20200921T0200,17.809214,0,0,0,0,0,0
20200921T0300,17.649214,0,0,0,0,0,0
20200921T0400,17.459213,0,0,0,0,0,0
20200921T0500,17.179214,0,0,0,0,0,0
20200921T0600,16.809214,0,0,0,0,0,0
20200921T0700,18.499214,0,112.14,60.72645,51.413548,163.553548,0
20200921T0800,20.639214,0,331.97,194.78156,137.18845,469.15845,0
20200921T0900,21.589214,39.57447,324.85,159.95544,164.89456,489.74456,0
20200921T1000,22.169214,53.61702,355.11,95.17148,259.9385,615.0485,0
20200921T1100,22.609213,8.93617,322.18,18.257141,303.92285,626.10285,0.1
20200921T1200,22.679214,8.297872,297.26,-12.864746,310.12476,607.38476,0.4
20200921T1300,22.479214,22.340425,273.22998,10.745575,262.4844,535.71438,0.2
20200921T1400,22.589214,40.851063,323.96,24.730255,299.22974,623.18974,0
20200921T1500,22.769215,0,295.47998,48.472855,247.00713,542.48711,0
20200921T1600,22.929214,0,307.94,158.5632,149.3768,457.3168,0
20200921T1700,22.859213,24.25532,159.31,82.10085,77.209145,236.519145,0
20200921T1800,21.599215,18.325533,97.01,51.95886,45.051144,142.061144,0
20200921T1900,20.289213,0,0,0,0,0,0
20200921T2000,19.009212,0,0,0,0,0,0
20200921T2100,18.509212,0,0,0,0,0,0
20200921T2200,18.339214,0,0,0,0,0,0
20200921T2300,18.109215,0,0,0,0,0,0
20200922T0000,17.639214,0,0,0,0,0,0
20200922T0100,17.159214,0,0,0,0,0,0
20200922T0200,16.809214,0,0,0,0,0,0
20200922T0300,16.619213,0,0,0,0,0,0
20200922T0400,16.559214,0,0,0,0,0,0
20200922T0500,16.509212,0,0,0,0,0,0
20200922T0600,16.469213,0,0,0,0,0,0
20200922T0700,17.379213,0,105.909996,57.36745,48.542545,154.452541,0
20200922T0800,19.919214,40.851067,353.33,207.35648,145.97351,499.30351,0
20200922T0900,22.519215,56.170216,601.64,377.28632,224.3537,825.9937,0
20200922T1000,24.489214,53.61702,763.62,505.70938,257.9106,1021.5306,0
