timestamp,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Global radiation,Precipitation Total
20201123T0900,20.519215,11.489361,375.58,288.68628,86.89369,462.47369,0
20201123T1000,21.919214,53.61702,468.13998,296.8247,171.31526,639.45524,0
20201123T1100,23.929214,53.61702,788.54,545.7907,242.74928,1031.28928,0
20201123T1200,24.639214,53.61702,830.37,589.22656,241.1434,1071.5134,0
20201123T1300,24.749214,53.61702,817.91,578.44446,239.46552,1057.37552,0
20201123T1400,23.489214,53.61702,507.3,292.87054,214.42943,721.72943,0
20201123T1500,23.799213,52.340427,430.75998,282.95233,147.80766,578.56764,0
20201123T1600,22.579214,54.893616,308.83,231.03616,77.793816,386.623816,0
20201123T1700,21.749214,49.148937,157.53,140.83157,16.69842,174.22842,0
20201123T1800,20.899214,38.601067,31.15,16.945522,14.204477,45.354477,0
20201123T1900,20.329214,0,0,0,0,0,0
20201123T2000,19.689213,0,0,0,0,0,0
20201123T2100,19.119213,0,0,0,0,0,0
20201123T2200,18.789215,0,0,0,0,0,0
20201123T2300,18.409214,0,0,0,0,0,0
20201124T0000,18.309214,0,0,0,0,0,0
20201124T0100,18.129213,0,0,0,0,0,0
20201124T0200,17.879213,0,0,0,0,0,0
20201124T0300,17.659214,0,0,0,0,0,0
20201124T0400,17.479214,0,0,0,0,0,0
20201124T0500,17.309214,0,0,0,0,0,0
20201124T0600,17.139214,0,0,0,0,0,0
20201124T0700,17.889214,0,57.85,34.448246,23.401752,81.251752,0
20201124T0800,18.959213,0,181.56,114.212036,67.34796,248.90796,0
20201124T0900,20.549213,0,323.07,192.61667,130.45334,453.52334,0
20201124T1000,22.199213,34.468082,422.75,221.88852,200.86148,623.61148,0
20201124T1100,23.059214,53.61702,391.6,108.22681,283.3732,674.9732,0
20201124T1200,23.249214,18.510641,387.15,78.535706,308.6143,695.7643,0.1
20201124T1300,23.299213,10.212765,275.9,-1.397644,277.29764,553.19764,0.2
20201124T1400,22.999214,13.404254,242.97,-1.2211914,244.1912,487.1612,0.4
20201124T1500,22.689215,10.851063,212.70999,13.2630005,199.44699,412.15698,0.3
20201124T1600,22.019215,19.787235,153.97,19.842056,134.12794,288.09794,0.2
20201124T1700,21.439215,0,150.41,124.97569,25.434307,175.844307,0.1
20201124T1800,20.339214,0,16.02,7.2415304,8.77847,24.79847,0
20201124T1900,20.119213,0,0,0,0,0,0
20201124T2000,19.579214,0,0,0,0,0,0
20201124T2100,19.049213,0,0,0,0,0,0
20201124T2200,18.569214,0,0,0,0,0,0
20201124T2300,18.009212,0,0,0,0,0,0
20201125T0000,17.459213,0,0,0,0,0,0
20201125T0100,17.009212,0,0,0,0,0,0
20201125T0200,16.619213,0,0,0,0,0,0
20201125T0300,16.329214,0,0,0,0,0,0
20201125T0400,16.159214,0,0,0,0,0,0
20201125T0500,15.9692135,0,0,0,0,0,0
20201125T0600,15.769214,0,0,0,0,0,0
20201125T0700,16.939213,0,76.54,41.074745,35.465256,112.005256,0
20201125T0800,19.049213,0,279.46,166.06519,113.394806,392.854806,0
20201125T0900,21.699213,53.61702,529.55,325.98315,203.56685,733.11685,0
20201125T1000,23.809214,53.61702,685.3,449.22748,236.0725,921.3725,0
20201125T1100,23.779213,53.61702,593.63,418.37683,175.25316,768.88316,0
20201125T1200,24.099215,53.61702,532.22,260.66537,271.5546,803.7746,0
20201125T1300,24.069214,53.61702,340.87,42.825928,298.04407,638.91407,0
20201125T1400,23.999214,42.765953,312.38998,46.626984,265.763,578.15298,0
20201125T1500,23.739214,34.468082,262.55,52.26187,210.28812,472.83812,0
20201125T1600,23.139214,49.148937,193.12999,55.1362,137.99379,331.12378,0
20201125T1700,22.339214,53.61702,113.92,59.085743,54.834255,168.754255,0
20201125T1800,21.069214,39.790146,50.73,26.816582,23.913418,74.643418,0
20201125T1900,20.539213,0,0,0,0,0,0
20201125T2000,20.309214,0,0,0,0,0,0
20201125T2100,19.909214,0,0,0,0,0,0
20201125T2200,19.649214,0,0,0,0,0,0
20201125T2300,19.319214,0,0,0,0,0,0
20201126T0000,19.019215,0,0,0,0,0,0
20201126T0100,18.699215,0,0,0,0,0,0
20201126T0200,18.379213,0,0,0,0,0,0
20201126T0300,17.989214,0,0,0,0,0,0
20201126T0400,17.609215,0,0,0,0,0,0
20201126T0500,17.269215,0,0,0,0,0,0
20201126T0600,16.979214,0,0,0,0,0,0
20201126T0700,18.149214,0,57.85,33.33132,24.518677,82.368677,0
20201126T0800,19.379213,0,186.01,125.02521,60.984783,246.994783,0
20201126T0900,20.429214,0,246.53,84.92226,161.60774,408.13774,0
20201126T1000,21.399214,53.61702,298.15,65.52797,232.62202,530.77202,0
20201126T1100,22.199213,53.61702,360.44998,77.509735,282.94025,643.39023,0
20201126T1200,22.599215,53.61702,362.22998,56.921936,305.30804,667.53802,0
20201126T1300,22.559214,14.042552,337.31,40.34256,296.96744,634.27744,0.1
20201126T1400,22.419214,21.702127,258.99,8.229553,250.76044,509.75044,0.1
20201126T1500,22.199213,15.957448,220.72,18.743164,201.97684,422.69684,0.1
20201126T1600,21.799213,22.340425,158.42,23.154938,135.26506,293.68506,0.1
20201126T1700,21.229214,21.702127,95.229996,34.005558,61.224438,156.454434,0.1
20201126T1800,20.169214,0,34.71,18.35083,16.359169,51.069169,0
20201126T1900,19.849213,0,0,0,0,0,0
20201126T2000,19.309214,0,0,0,0,0,0
20201126T2100,18.649214,0,0,0,0,0,0
20201126T2200,18.279213,0,0,0,0,0,0
20201126T2300,17.939213,0,0,0,0,0,0
20201127T0000,17.599213,0,0,0,0,0,0
20201127T0100,17.339214,0,0,0,0,0,0
20201127T0200,17.089214,0,0,0,0,0,0
20201127T0300,16.819214,0,0,0,0,0,0
20201127T0400,16.569214,0,0,0,0,0,0
20201127T0500,16.369213,0,0,0,0,0,0
20201127T0600,16.279213,0,0,0,0,0,0
20201127T0700,17.059214,0,75.65,40.54667,35.103333,110.753333,0
20201127T0800,18.749214,0,268.78,162.59381,106.18618,374.96618,0
20201127T0900,20.879213,53.61702,467.25,306.0522,161.19783,628.44783,0
20201127T1000,22.889214,53.61702,683.52,446.45166,237.06836,920.58836,0
20201127T1100,24.119213,53.61702,780.52997,539.53125,240.9987,1021.52867,0
20201127T1200,23.469213,53.61702,536.67,269.77036,266.89963,803.56963,0
20201127T1300,23.379213,26.170214,396.05,94.29538,301.7546,697.8046,0
20201127T1400,23.069214,19.148937,364.00998,96.41208,267.5979,631.60788,0
20201127T1500,22.719213,15.319151,256.32,46.735825,209.58418,465.90418,0.1
20201127T1600,22.519215,21.063831,250.98,129.27199,121.70801,372.68801,0.1
20201127T1700,21.749214,14.042552,129.05,82.51633,46.533672,175.583672,0.1
20201127T1800,21.169214,31.472515,21.36,15.276708,6.083293,27.443293,0.1
20201127T1900,19.799213,0,0,0,0,0,0
20201127T2000,19.199215,0,0,0,0,0,0
20201127T2100,18.669214,0,0,0,0,0,0
20201127T2200,18.499214,0,0,0,0,0,0
20201127T2300,18.299213,0,0,0,0,0,0
20201128T0000,18.109215,0,0,0,0,0,0
20201128T0100,17.999214,0,0,0,0,0,0
20201128T0200,17.929214,0,0,0,0,0,0
20201128T0300,17.749214,0,0,0,0,0,0
20201128T0400,17.349213,0,0,0,0,0,0
20201128T0500,16.979214,0,0,0,0,0,0
20201128T0600,16.639214,0,0,0,0,0,0
20201128T0700,18.919214,0,69.42,37.190228,32.22977,101.64977,0
20201128T0800,19.449215,0,198.47,152.17674,46.293255,244.763255,0
20201128T0900,19.869213,0,224.28,61.84906,162.43094,386.71094,0
20201128T1000,20.719213,45.95745,369.35,149.39696,219.95305,589.30305,0
20201128T1100,22.709213,0,381.81,100.97748,280.83252,662.64252,0
20201128T1200,22.169214,0,303.49,13.365845,290.12415,593.61415,0
20201128T1300,22.499214,0,356,56.626984,299.37302,655.37302,0
20201128T1400,22.179214,0,261.66,10.145187,251.51482,513.17482,0.3
20201128T1500,21.879213,0,206.48,9.543808,196.93619,403.41619,0.5
20201128T1600,21.369213,0,140.62,10.405182,130.21481,270.83481,0.6
20201128T1700,20.619213,0,77.43,15.616192,61.81381,139.24381,0.5
20201128T1800,19.769215,0,15.13,5.7340403,9.39596,24.52596,0.3
20201128T1900,19.119213,0,0,0,0,0,0
20201128T2000,18.389214,0,0,0,0,0,0
20201128T2100,17.819214,0,0,0,0,0,0
20201128T2200,17.519215,0,0,0,0,0,0
20201128T2300,17.529213,0,0,0,0,0,0
20201129T0000,17.399214,0,0,0,0,0,0
20201129T0100,16.879213,0,0,0,0,0,0
20201129T0200,16.339214,0,0,0,0,0,0
20201129T0300,16.059214,0,0,0,0,0,0
20201129T0400,15.849214,0,0,0,0,0,0
20201129T0500,15.779214,0,0,0,0,0,0
20201129T0600,15.669214,0,0,0,0,0,0
20201129T0700,17.279213,0,48.059998,30.301435,17.758562,65.81856,0
20201129T0800,17.749214,0,163.76,91.67689,72.08311,235.84311,0
20201129T0900,19.719213,0,353.33,256.69846,96.63153,449.96153,0
20201129T1000,21.689215,43.404255,475.25998,321.03033,154.22963,629.48961,0
20201129T1100,23.959213,53.61702,563.37,367.92072,195.4493,758.8193,0
20201129T1200,23.969213,19.148937,485.94,197.51172,288.42828,774.36828,0.1
20201129T1300,23.449213,10.212765,280.35,2.3787842,277.97122,558.32122,0.2
20201129T1400,23.129213,16.595745,250.98,3.9294128,247.05058,498.03058,0.3
20201129T1500,23.099215,10.212765,240.3,33.360336,206.93967,447.23967,0.2
20201129T1600,22.009214,0,170.88,33.16736,137.71265,308.59265,0.2
20201129T1700,21.349215,0,105.909996,46.381554,59.528442,165.438438,0
20201129T1800,20.179214,0,39.16,20.712494,18.447506,57.607506,0
20201129T1900,19.539215,0,0,0,0,0,0
20201129T2000,18.929214,0,0,0,0,0,0
20201129T2100,18.709213,0,0,0,0,0,0
20201129T2200,18.639214,0,0,0,0,0,0
20201129T2300,18.589214,0,0,0,0,0,0
20201130T0000,18.429214,0,0,0,0,0,0
20201130T0100,18.079214,0,0,0,0,0,0
20201130T0200,17.649214,0,0,0,0,0,0
20201130T0300,17.369213,0,0,0,0,0,0
20201130T0400,17.049213,0,0,0,0,0,0
20201130T0500,16.749214,0,0,0,0,0,0
20201130T0600,16.519215,0,0,0,0,0,0
20201130T0700,18.449215,0,48.059998,30.048874,18.011124,66.071122,0
20201130T0800,18.919214,0,153.97,77.964066,76.005936,229.975936,0
20201130T0900,19.969213,0,267,115.32677,151.67323,418.67323,0
20201130T1000,20.989214,21.063831,313.28,84.18881,229.09119,542.37119,0
20201130T1100,21.579214,0,247.42,-4.4117126,251.83171,499.25171,0.1
20201130T1200,21.369213,0,242.97,9.520859,233.44914,476.41914,0.4
20201130T1300,21.049213,11.489361,252.76,10.876373,241.88362,494.64362,0.3
20201130T1400,20.639214,0,267,13.825012,253.17499,520.17499,0
20201130T1500,21.289213,11.489361,393.38,219.35995,174.02005,567.40005,0
20201130T1600,20.849215,0,230.51,99.34712,131.16287,361.67287,0
20201130T1700,20.339214,0,135.28,91.999054,43.28094,178.56094,0
20201130T1800,19.409214,0,23.14,18.02683,5.113169,28.253169,0
20201130T1900,18.929214,0,0,0,0,0,0
20201130T2000,18.659214,0,0,0,0,0,0
20201130T2100,18.239214,0,0,0,0,0,0
20201130T2200,18.089214,0,0,0,0,0,0
20201130T2300,17.979214,0,0,0,0,0,0
20201201T0000,17.839214,0,0,0,0,0,0
20201201T0100,17.879213,0,0,0,0,0,0
20201201T0200,17.879213,0,0,0,0,0,0
20201201T0300,17.789215,0,0,0,0,0,0
20201201T0400,17.609215,0,0,0,0,0,0
20201201T0500,17.479214,0,0,0,0,0,0
20201201T0600,17.259212,0,0,0,0,0,0
20201201T0700,17.809214,0,89.89,48.10714,41.78286,131.67286,0
20201201T0800,19.769215,42.127663,318.62,183.63452,134.98547,453.60547,0
20201201T0900,21.119213,0,452.12,298.55493,153.56508,605.68508,0
20201201T1000,22.039213,0,334.63998,109.01575,225.62424,560.26422,0
20201201T1100,22.349215,0,337.31,59.285767,278.02423,615.33423,0
20201201T1200,22.529213,46.595745,351.55,50.359283,301.1907,652.7407,0
20201201T1300,22.449213,40.212765,356.88998,58.496094,298.3939,655.28388,0
20201201T1400,22.169214,0,320.4,54.672607,265.7274,586.1274,0
20201201T1500,21.769215,23.617023,252.76,43.678665,209.08133,461.84133,0
20201201T1600,21.209213,0,171.77,33.64679,138.12321,309.89321,0
20201201T1700,20.499214,0,84.549995,21.386215,63.16378,147.713775,0
20201201T1800,19.839214,0,32.04,17.972008,14.067993,46.107993,0
20201201T1900,19.329214,0,0,0,0,0,0
20201201T2000,18.569214,0,0,0,0,0,0
20201201T2100,17.989214,0,0,0,0,0,0
20201201T2200,17.519215,0,0,0,0,0,0
20201201T2300,17.429214,0,0,0,0,0,0
20201202T0000,17.539215,0,0,0,0,0,0
20201202T0100,17.659214,0,0,0,0,0,0
20201202T0200,17.419214,0,0,0,0,0,0
20201202T0300,17.079214,0,0,0,0,0,0
20201202T0400,16.809214,0,0,0,0,0,0
20201202T0500,16.579214,0,0,0,0,0,0
20201202T0600,16.419214,0,0,0,0,0,0
20201202T0700,16.389214,0,67.64,36.186718,31.453281,99.093281,0
20201202T0800,18.039215,0,240.3,152.8266,87.473404,327.773404,0
20201202T0900,20.109215,0,436.1,293.79767,142.30234,578.40234,0
20201202T1000,21.749214,42.957443,526.88,431.524,95.356,622.236,0
20201202T1100,23.609213,37.02128,735.14,523.09717,212.04282,947.18282,0
20201202T1200,23.109213,52.97872,326.63,30.999176,295.63083,622.26083,0
20201202T1300,22.829214,8.93617,306.16,19.178253,286.98175,593.14175,0.2
20201202T1400,22.409214,0,245.64,1.1949615,244.44504,490.08504,0.7
20201202T1500,21.889214,0,183.34,8.166016,175.17398,358.51398,0.9
20201202T1600,21.339214,0,141.51,10.545197,130.9648,272.4748,1.1
20201202T1700,20.659214,0,81.88,18.605583,63.274414,145.154414,0.9
20201202T1800,19.869213,0,16.91,7.4122972,9.497703,26.407703,0.8
20201202T1900,19.399214,0,0,0,0,0,0
20201202T2000,18.779213,0,0,0,0,0,0
20201202T2100,18.139214,0,0,0,0,0,0
20201202T2200,17.769215,0,0,0,0,0,0
20201202T2300,17.649214,0,0,0,0,0,0
20201203T0000,17.719213,0,0,0,0,0,0
20201203T0100,17.729214,0,0,0,0,0,0
20201203T0200,17.279213,0,0,0,0,0,0
20201203T0300,16.759212,0,0,0,0,0,0
20201203T0400,16.299213,0,0,0,0,0,0
20201203T0500,16.039215,0,0,0,0,0,0
20201203T0600,15.959214,0,0,0,0,0,0
20201203T0700,17.549213,0,25.81,9.730116,16.079884,41.889884,0
20201203T0800,19.599213,0,194.02,152.79613,41.223873,235.243873,0
20201203T0900,20.259214,0,336.41998,232.09491,104.32507,440.74505,0
20201203T1000,21.109213,53.61702,328.41,103.60249,224.80751,553.21751,0
20201203T1100,22.149214,53.61702,372.02,94.4241,277.5959,649.6159,0
20201203T1200,22.739214,53.61702,544.68,288.82837,255.85164,800.53164,0
20201203T1300,22.889214,53.61702,540.23,288.7497,251.4803,791.7103,0
20201203T1400,22.569214,53.61702,334.63998,67.86859,266.7714,601.41138,0
20201203T1500,22.519215,53.61702,355.11,160.39787,194.71211,549.82211,0
20201203T1600,22.179214,53.61702,207.37,69.35631,138.01369,345.38369,0
20201203T1700,21.779213,53.61702,226.95,128.28891,98.66109,325.61109,0
20201203T1800,20.319214,42.9695,40.05,21.198795,18.851204,58.901204,0
20201203T1900,19.079214,0,0,0,0,0,0
20201203T2000,18.689213,0,0,0,0,0,0
20201203T2100,18.079214,0,0,0,0,0,0
20201203T2200,17.809214,0,0,0,0,0,0
20201203T2300,17.519215,0,0,0,0,0,0
20201204T0000,17.079214,0,0,0,0,0,0
20201204T0100,16.589214,0,0,0,0,0,0
20201204T0200,16.099213,0,0,0,0,0,0
20201204T0300,15.669214,0,0,0,0,0,0
20201204T0400,15.309214,0,0,0,0,0,0
20201204T0500,15.119214,0,0,0,0,0,0
20201204T0600,15.069214,0,0,0,0,0,0
20201204T0700,16.819214,0,48.059998,28.949894,19.110104,67.170102,0
20201204T0800,17.639214,0,145.06999,69.707565,75.36243,220.43242,0
20201204T0900,18.999214,0,255.43,104.4088,151.0212,406.4512,0
20201204T1000,20.899214,53.61702,382.69998,175.12506,207.57492,590.2749,0
20201204T1100,23.039213,53.61702,599.86,447.42676,152.43323,752.29323,0
20201204T1200,24.189215,53.61702,702.20996,540.2602,161.94978,864.15974,0
20201204T1300,23.829214,53.61702,455.68,166.44879,289.2312,744.9112,0
20201204T1400,24.459213,53.61702,522.43,324.1333,198.2967,720.7267,0
20201204T1500,23.029213,53.61702,501.06998,371.51373,129.55623,630.62621,0
20201204T1600,22.579214,53.61702,300.82,211.38744,89.43257,390.25257,0
20201204T1700,21.359213,53.61702,215.37999,121.78599,93.594,308.97399,0
20201204T1800,20.229214,43.67702,33.82,18.652649,15.167351,48.987351,0
20201204T1900,19.359215,0,0,0,0,0,0
20201204T2000,18.789215,0,0,0,0,0,0
20201204T2100,18.419214,0,0,0,0,0,0
20201204T2200,18.209213,0,0,0,0,0,0
20201204T2300,18.049213,0,0,0,0,0,0
20201205T0000,17.769215,0,0,0,0,0,0
20201205T0100,17.359215,0,0,0,0,0,0
20201205T0200,16.959213,0,0,0,0,0,0
20201205T0300,16.669214,0,0,0,0,0,0
20201205T0400,16.469213,0,0,0,0,0,0
20201205T0500,16.299213,0,0,0,0,0,0
20201205T0600,16.129213,0,0,0,0,0,0
20201205T0700,16.459213,0,40.05,34.126064,5.9239364,45.9739364,0
20201205T0800,17.699215,0,137.06,59.760315,77.29968,214.35968,0
20201205T0900,19.209213,0,280.35,140.6644,139.68561,420.03561,0
20201205T1000,21.159214,38.93617,413.85,223.91002,189.93999,603.78999,0
20201205T1100,23.439215,53.61702,623.89,499.55118,124.338844,748.228844,0
20201205T1200,24.089214,53.61702,534,273.71637,260.28363,794.28363,0
20201205T1300,24.419214,53.61702,667.5,529.61005,137.88995,805.38995,0
20201205T1400,24.469213,51.06383,422.75,168.80638,253.94362,676.69362,0
20201205T1500,24.239214,53.61702,275.9,64.752686,211.14731,487.04731,0
20201205T1600,23.549213,53.61702,203.81,64.71651,139.09349,342.90349,0
20201205T1700,22.159214,13.404254,103.24,40.367783,62.872215,166.112215,0.2
20201205T1800,20.339214,42.580853,32.04,18.606789,13.433212,45.473212,0.1
20201205T1900,19.319214,0,0,0,0,0,0
20201205T2000,19.009212,0,0,0,0,0,0
20201205T2100,18.619213,0,0,0,0,0,0
20201205T2200,18.369213,0,0,0,0,0,0
20201205T2300,18.239214,0,0,0,0,0,0
20201206T0000,18.039215,0,0,0,0,0,0
20201206T0100,17.679214,0,0,0,0,0,0
20201206T0200,17.159214,0,0,0,0,0,0
20201206T0300,16.639214,0,0,0,0,0,0
20201206T0400,16.219213,0,0,0,0,0,0
20201206T0500,16.009212,0,0,0,0,0,0
20201206T0600,15.939214,0,0,0,0,0,0
20201206T0700,16.719213,0,48.95,28.49034,20.459661,69.409661,0
20201206T0800,18.559214,0,202.92,177.9989,24.921093,227.841093,0
20201206T0900,20.749214,11.489361,386.25998,275.84576,110.41423,496.67421,0
20201206T1000,22.159214,53.61702,437.88,265.5467,172.3333,610.2133,0
20201206T1100,24.229214,53.61702,782.31,530.78644,251.52357,1033.83357,0
20201206T1200,25.279213,53.61702,710.22,542.20215,168.01782,878.23782,0
20201206T1300,25.819214,51.957447,822.36,572.1522,250.20773,1072.56773,0
20201206T1400,25.809214,40.851063,724.45996,504.89734,219.5626,944.02256,0
20201206T1500,25.129213,40.851063,493.06,407.2936,85.76639,578.82639,0
20201206T1600,23.599215,40.851063,234.06999,101.76013,132.30986,366.37985,0
20201206T1700,22.719213,40.851063,162.87,141.46614,21.403858,184.273858,0
20201206T1800,21.299213,36.995888,48.95,25.926096,23.023905,71.973905,0
20201206T1900,20.379213,0,0,0,0,0,0
20201206T2000,19.879213,0,0,0,0,0,0
20201206T2100,19.399214,0,0,0,0,0,0
20201206T2200,18.979214,0,0,0,0,0,0
20201206T2300,18.639214,0,0,0,0,0,0
20201207T0000,18.219213,0,0,0,0,0,0
20201207T0100,17.929214,0,0,0,0,0,0
20201207T0200,17.639214,0,0,0,0,0,0
20201207T0300,17.409214,0,0,0,0,0,0
20201207T0400,17.149214,0,0,0,0,0,0
20201207T0500,16.889214,0,0,0,0,0,0
20201207T0600,16.599213,0,0,0,0,0,0
20201207T0700,17.149214,0,43.61,27.207516,16.402485,60.012485,0
20201207T0800,18.499214,0,172.66,118.71648,53.943527,226.603527,0
20201207T0900,20.299213,0,342.65,251.73895,90.91104,433.56104,0
20201207T1000,21.759214,49.148937,400.5,205.51843,194.98157,595.48157,0
20201207T1100,23.869213,42.574467,593.63,439.79645,153.83357,747.46357,0
20201207T1200,24.719213,40.851063,760.06,558.68854,201.37144,961.43144,0
20201207T1300,24.729214,40.851063,464.58,179.10153,285.47845,750.05845,0
20201207T1400,23.839214,40.851063,283.02,25.078125,257.94186,540.96186,0
20201207T1500,23.509214,40.851063,239.41,32.01944,207.39056,446.80056,0
20201207T1600,22.699213,40.851063,171.77,32.20056,139.56944,311.33944,0
20201207T1700,21.819214,17.234043,159.31,132.48186,26.828136,186.138136,0
20201207T1800,20.299213,32.975883,31.15,18.816578,12.333421,43.483421,0.1
20201207T1900,19.489214,0,0,0,0,0,0
20201207T2000,19.099213,0,0,0,0,0,0
20201207T2100,18.719213,0,0,0,0,0,0
20201207T2200,18.479214,0,0,0,0,0,0
20201207T2300,18.299213,0,0,0,0,0,0
20201208T0000,18.159214,0,0,0,0,0,0
20201208T0100,17.979214,0,0,0,0,0,0
20201208T0200,17.669214,0,0,0,0,0,0
20201208T0300,17.329214,0,0,0,0,0,0
20201208T0400,16.919214,0,0,0,0,0,0
20201208T0500,16.539215,0,0,0,0,0,0
20201208T0600,16.189213,0,0,0,0,0,0
20201208T0700,17.149214,0,72.979996,38.96055,34.019447,106.999443,0
20201208T0800,19.219213,0,249.2,148.60562,100.59437,349.79437,0
20201208T0900,20.529213,0,362.22998,293.7641,68.465866,430.695846,0
20201208T1000,21.639214,52.723404,379.13998,174.7631,204.37688,583.51686,0
20201208T1100,23.699213,51.765957,754.72,522.8894,231.8306,986.5506,0
20201208T1200,24.289213,40.851063,752.94,555.92456,197.01547,949.95547,0
20201208T1300,24.589214,40.851063,641.69,477.35364,164.33635,806.02635,0
20201208T1400,24.579214,40.851063,554.47,383.5959,170.8741,725.3441,0
20201208T1500,24.289213,40.851063,453.00998,323.58572,129.42426,582.43424,0
20201208T1600,23.739214,40.851063,382.69998,257.69666,125.00333,507.70331,0
20201208T1700,22.369213,40.851063,180.67,117.55934,63.110657,243.780657,0
20201208T1800,21.029213,33.248226,48.059998,25.467152,22.592846,70.652844,0
20201208T1900,20.099213,0,0,0,0,0,0
20201208T2000,19.239214,0,0,0,0,0,0
20201208T2100,18.909214,0,0,0,0,0,0
20201208T2200,18.929214,0,0,0,0,0,0
20201208T2300,18.709213,0,0,0,0,0,0
20201209T0000,18.569214,0,0,0,0,0,0
20201209T0100,18.409214,0,0,0,0,0,0
20201209T0200,18.249214,0,0,0,0,0,0
20201209T0300,18.089214,0,0,0,0,0,0
20201209T0400,17.919214,0,0,0,0,0,0
20201209T0500,17.789215,0,0,0,0,0,0
20201209T0600,17.629213,0,0,0,0,0,0
20201209T0700,17.759212,0,47.17,27.274767,19.895231,67.065231,0
20201209T0800,19.099213,0,142.4,71.641426,70.75857,213.15857,0
20201209T0900,20.299213,24.893618,235.84999,84.85069,150.9993,386.84929,0
20201209T1000,21.419214,40.851063,327.52,107.97775,219.54224,547.06224,0
20201209T1100,22.869213,40.851063,440.55,182.26913,258.28085,698.83085,0
20201209T1200,23.779213,40.851063,696.87,535.833,161.03702,857.90702,0
20201209T1300,23.869213,40.851063,552.69,312.19046,240.49954,793.18954,0
20201209T1400,24.019215,40.851063,525.1,328.95435,196.14561,721.24561,0
20201209T1500,23.569214,40.851063,417.41,257.24225,160.16774,577.57774,0
20201209T1600,22.399214,44.68085,353.33,249.60464,103.72535,457.05535,0
20201209T1700,21.719213,44.10638,191.34999,120.500046,70.849945,262.199935,0
20201209T1800,20.239214,33.520565,60.52,32.077553,28.442448,88.962448,0
20201209T1900,19.359215,0,0,0,0,0,0
20201209T2000,18.909214,0,0,0,0,0,0
20201209T2100,18.509212,0,0,0,0,0,0
20201209T2200,18.369213,0,0,0,0,0,0
20201209T2300,18.299213,0,0,0,0,0,0
20201210T0000,18.289215,0,0,0,0,0,0
20201210T0100,18.229214,0,0,0,0,0,0
20201210T0200,17.929214,0,0,0,0,0,0
20201210T0300,17.439213,0,0,0,0,0,0
20201210T0400,16.959213,0,0,0,0,0,0
20201210T0500,16.539215,0,0,0,0,0,0
20201210T0600,16.319214,0,0,0,0,0,0
20201210T0700,16.319214,0,56.07,29.911583,26.158417,82.228417,0
20201210T0800,18.029213,0,217.16,140.80951,76.350494,293.510494,0
20201210T0900,20.349215,0,425.41998,283.47046,141.94954,567.36952,0
20201210T1000,22.709213,53.61702,663.94,427.8542,236.08583,900.02583,0
20201210T1100,24.159214,53.61702,762.73,523.0169,239.71307,1002.44307,0
20201210T1200,24.829214,53.61702,645.25,479.7029,165.54709,810.79709,0
20201210T1300,24.409214,53.61702,728.01996,544.0573,183.96263,911.98259,0
20201210T1400,24.439215,21.702127,359.56,92.965485,266.5945,626.1545,0
20201210T1500,23.409214,31.276594,266.11,54.34088,211.7691,477.8791,0
20201210T1600,23.349215,53.61702,383.59,258.7959,124.7941,508.3841,0
20201210T1700,21.789213,33.19149,145.95999,102.51684,43.443153,189.403143,0
20201210T1800,20.189215,44.35319,45.39,24.064001,21.325998,66.715998,0
20201210T1900,19.779213,0,0,0,0,0,0
20201210T2000,19.229214,0,0,0,0,0,0
20201210T2100,18.659214,0,0,0,0,0,0
20201210T2200,18.379213,0,0,0,0,0,0
20201210T2300,18.229214,0,0,0,0,0,0
20201211T0000,18.059214,0,0,0,0,0,0
20201211T0100,17.809214,0,0,0,0,0,0
20201211T0200,17.459213,0,0,0,0,0,0
20201211T0300,17.139214,0,0,0,0,0,0
20201211T0400,16.809214,0,0,0,0,0,0
20201211T0500,16.589214,0,0,0,0,0,0
20201211T0600,16.469213,0,0,0,0,0,0
20201211T0700,16.449215,0,45.39,26.391338,18.998661,64.388661,0
20201211T0800,17.859215,0,178.89,137.78035,41.109653,219.999653,0
20201211T0900,19.749214,0,345.32,265.0723,80.24771,425.56771,0
20201211T1000,22.219213,53.61702,550.91,399.4342,151.47577,702.38577,0
20201211T1100,23.959213,53.61702,778.75,525.659,253.091,1031.841,0
20201211T1200,25.119213,53.61702,821.47,573.47394,247.99603,1069.46603,0
20201211T1300,25.429214,53.61702,594.52,386.787,207.73305,802.25305,0
20201211T1400,25.379213,53.61702,651.48,483.6197,167.8603,819.3403,0
20201211T1500,24.889214,53.61702,415.63,252.95897,162.67104,578.30104,0
20201211T1600,23.299213,53.61702,272.34,155.61182,116.72817,389.06817,0
20201211T1700,22.119213,53.61702,137.06,85.53926,51.520733,188.580733,0
20201211T1800,20.149214,42.09131,64.08,33.982307,30.097696,94.177696,0
20201211T1900,19.369213,0,0,0,0,0,0
20201211T2000,19.009212,0,0,0,0,0,0
20201211T2100,18.519215,0,0,0,0,0,0
20201211T2200,18.339214,0,0,0,0,0,0
20201211T2300,18.259212,0,0,0,0,0,0
20201212T0000,18.089214,0,0,0,0,0,0
20201212T0100,17.969213,0,0,0,0,0,0
20201212T0200,17.759212,0,0,0,0,0,0
20201212T0300,17.649214,0,0,0,0,0,0
20201212T0400,17.499214,0,0,0,0,0,0
20201212T0500,17.239214,0,0,0,0,0,0
